,Sender,Receiver
3904,BlauerEisvogel,PForFuture
3905,ClaytonS68,RuthLeaEcon
3906,sjsingleton73,RuthLeaEcon
3907,pjmugs,ToomeyWright
3908,P4F_SE,PForFuture
3909,Nod65,RuthLeaEcon
3910,dizzyodd,pablorodas
3911,MsOakham,MrMatthewTodd
3912,alphahumannews,RuthLeaEcon
3913,KAYDM49,RuthLeaEcon
3914,wolfeprowler1,4aPeoplesParty
3915,Eastreadingcom,XRBristol
3916,BenjaminCossins,MrMatthewTodd
3917,FacesOfBrighton,xr_cambridge
3918,modus101,BpsmithUk
3919,harty491,XRBristol
3920,urston,RuthLeaEcon
3921,Danielle14444,RuthLeaEcon
3922,wommmbat1,BpsmithUk
3923,DavidBarratt6,boblister_poole
3924,MicheleBonanno_,impakterdotcom
3925,Keva1961,RuthLeaEcon
3926,HJacksonajh,RuthLeaEcon
3927,malcspencer169,RuthLeaEcon
3928,GaryHesling,RuthLeaEcon
3929,MRBK51,ToomeyWright
3930,Tide97270963,ToomeyWright
3931,ZenPablo,ExtinctionRDK
3932,Linley75,bobmca1
3933,colingr11,RuthLeaEcon
3934,jordanjwilkes,policemonitor
3935,Bill_Trump2020,ToomeyWright
3936,langdaler,DVATW
3937,Jms7777Justin,BpsmithUk
3938,BrainPhrozen,metpoliceuk
3939,davieholt,BpsmithUk
3940,macharoesink,careygillam
3941,ebien,ToomeyWright
3942,susieb3_susie,BpsmithUk
3943,revmatt1774,BpsmithUk
3944,Dracula_BaiRong,bobmca1
3945,Damo_McGregor,DailyMailUK
3946,wer4thepeople,JamieKelseyFry
3947,AlanSha50343350,RuthLeaEcon
3948,NCLetterario,AndrewPSilke
3949,Jackie___P,RuthLeaEcon
3950,wer4thepeople,ExtinctionRDK
3951,Jessewocky,ExtinctionR
3952,Jessewocky,IPCC_CH
3953,Jessewocky,IPBES
3954,wjohc,b0nsally
3955,JulieDoylej,RaphSchlembach
3956,muckshifter631,RuthLeaEcon
3957,jezzasmezza,RuthLeaEcon
3958,sedgleysue,RuthLeaEcon
3959,regright,ToomeyWright
3960,chrislibertynow,XRBristol
3961,jcm247,Helen121
3962,jcm247,HereBeProof
3963,jcm247,helenyg
3964,jcm247,nickreeves9876
3965,jcm247,keira_churchill
3966,jcm247,FHS_SW1
3967,jcm247,michael48b
3968,jcm247,MrRemain
3969,jcm247,NarcAware
3970,jcm247,tfoale
3971,jcm247,KimSJ
3972,jcm247,JeanneBartra
3973,geoman1111,ToomeyWright
3974,DrAYusuf,ViolaM90
3975,DrAYusuf,Overgate
3976,DrAYusuf,ScotlandXr
3977,Helmet_Clearing,GreenRupertRead
3978,ViolaM90,Overgate
3979,ViolaM90,ScotlandXr
3980,p1cturedr0me,XrmcrS
3981,CllrGraySW,bande_lily
3982,RealTrevorReese,4aPeoplesParty
3983,JohnSte16857249,YouTube
3984,AndrewB5sully,Dorling83
3985,AndrewB5sully,DaveAmitri
3986,AndrewB5sully,lewis_goodall
3987,AndrewB5sully,Brexit_PartyUK
3988,philrandal,EtienneStott
3989,davidelifecoach,SkyNews
3990,RobRich59520294,RuthLeaEcon
3991,Brusselswatch,telegraph
3992,msevans034,DailyMailUK
3993,HCTEuk,DailyMailUK
3994,davidelifecoach,standardnews
3995,paulmillertweet,RuthLeaEcon
3996,Margare88717991,RuthLeaEcon
3997,JohnHam16818614,RuthLeaEcon
3998,RichardCR56,ExtinctionR
3999,RichardCR56,IPCC_CH
4000,RichardCR56,IPBES
4001,Jessica_me2,policemonitor
4002,NoNameBane,RuthLeaEcon
4003,leftwant2brite,DailyMailUK
4004,WAZNTHERYEAR,DailyMailUK
4005,BikesNBukes,glynmoody
4006,LESLIEBENN1,RuthLeaEcon
4007,Priory_R,RuthLeaEcon
4008,MiftyJackson,Saczak1
4009,MackenzieMarina,bobmca1
4010,DavePettitWork,JimBliss23
4011,carboncoach,EtienneStott
4012,williambiddles2,RuthLeaEcon
4013,stargrazzer,KeillerDon
4014,TapeIce,XRBristol
4015,jwsal,SebPBerry
4016,jatroa,RuthLeaEcon
4017,DogedogSue,White5Anthronet
4018,amaenad,glynmoody
4019,ProfColinDavis,worstall
4020,eddiedavilab,bobmca1
4021,Avonturenbus,xr_cambridge
4022,CitiesRebel,EdibleBusStop
4023,NoSurveillance2,policemonitor
4024,HelenGrierson2,bobmca1
4025,cawsandfleur,Saczak1
4026,Openly_Gaylic,pablorodas
4027,lwahlgrensmith,Saczak1
4028,Jonk2019,desertcanyons
4029,Jonk2019,BBCNews
4030,lonerwolfx,SebPBerry
4031,reaktion36,ExtinctionRDK
4032,Jacbo45,RuthLeaEcon
4033,jonathanoates74,pablorodas
4034,FCriticalThink,markwindows
4035,Vernon4Vernon,RuthLeaEcon
4036,CABennett_Oxon,bobmca1
4037,culturalfatwa,HilaryDarcy
4038,THEdeedeebg,XRebellionAus
4039,w_grubb,RuthLeaEcon
4040,macmastermkt,RuthLeaEcon
4041,PyroisBob,GreenRupertRead
4042,daizeeeez,RuthLeaEcon
4043,SouthamptonCom3,BassettGreener
4044,Amy18748078,RuthLeaEcon
4045,DavidpHearn,Saczak1
4046,Sangfugol,RuthLeaEcon
4047,NewsNetmeMedia,glynmoody
4048,natehiggins,ZackPolanski
4049,olga1004u,Dougmbe97
4050,Dave_Sm1th,brexitblog_info
4051,Pulsar_bleep,XRBristol
4052,atticvs,RuthLeaEcon
4053,adrianleighuk,RuthLeaEcon
4054,GeorgeClegg12,MrMatthewTodd
4055,ZoeHollands,ZackPolanski
4056,Privatecarfree,XRBristol
4057,RaeSnape,pablorodas
4058,smallseal17,pablorodas
4059,NeilGreenMidWor,ZackPolanski
4060,hevy50,policemonitor
4061,Nowyous45796118,RuthLeaEcon
4062,KarlMGriffiths,RuthLeaEcon
4063,OldVinovian,RuthLeaEcon
4064,MetropolSolarRN,ExtinctionRDK
4065,JimRose69872629,worstall
4066,brexjam,RuthLeaEcon
4067,BrianScifiFan,YouTube
4068,BrianScifiFan,JamesCookeVlogs
4069,armdpm,bobmca1
4070,Amandameszaros6,standardnews
4071,RantsYork,bobmca1
4072,lululumens,RuthLeaEcon
4073,jpjanson,MailOnline
4074,selukproperty,bobmca1
4075,Frantique4,RuthLeaEcon
4076,cj29933879,RuthLeaEcon
4077,jfelixcardoso,dqandrade
4078,OldCountryGirl4,RuthLeaEcon
4079,figurewizard,RuthLeaEcon
4080,Lee488011,RuthLeaEcon
4081,benkin_jaro,BBCNews
4082,sheoaks1,NewcastleGardia
4083,sheoaks1,BehrouzBoochani
4084,naomijulien1,broad_science
4085,TurnA_Blind_Eye,RuthLeaEcon
4086,misterjay21,RuthLeaEcon
4087,petestapleton,RuthLeaEcon
4088,MarcusAgar,RuthLeaEcon
4089,thereishopenow,RuthLeaEcon
4090,McrazyR,ethicalmartini
4091,misterjay21,bobmca1
4092,SueEhlerding,ExtinctionRDK
4093,Mark_Wilkes27,RuthLeaEcon
4094,SouthwarkXR,XRBristol
4095,HargMac,DACLTaylor
4096,Davis44Carol,DVATW
4097,alame_jones,ExtinctionRDK
4098,c21stprimitive,metpoliceuk
4099,markbishopuk,RuthLeaEcon
4100,realhansard,RuthLeaEcon
4101,Avonturenbus,XRBristol
4102,dianehain,policemetroUK
4103,whendemocracy,RuthLeaEcon
4104,karenbway_karen,Saczak1
4105,GarethAbbott19,RuthLeaEcon
4106,Loulou3169,ReevesJek
4107,ExiledfromDown,RuthLeaEcon
4108,Noisical,Hepworthclare
4109,anncaswell2,RuthLeaEcon
4110,KathMorrow90,Hepworthclare
4111,roguebarnes,RuthLeaEcon
4112,ysaheb,rodjanssen
4113,garyb602,RuthLeaEcon
4114,JackofBlades8,DVATW
4115,elite46202580,DVATW
4116,communicipalist,trebornaeth
4117,communicipalist,SUP3RNAT1JRAL
4118,Charliefarliboy,RuthLeaEcon
4119,purdeypuffle,RuthLeaEcon
4120,FOXLADY40,bobmca1
4121,JayDee01082616,JayDee01082616
4122,MakeundPlay,ExtinctionRDK
4123,halfawhale,JohnEJefferson
4124,tessieejo,SkyNews
4125,wcl_greenparty,ZackPolanski
4126,RobWhit67881406,bobmca1
4127,AEHALL1983,RuthLeaEcon
4128,JayDee01082616,JayDee01082616
4129,Funf26,RuthLeaEcon
4130,Hannahlise2,RuthLeaEcon
4131,Watercolour18,brexitblog_info
4132,hmitchell0,brexitblog_info
4133,taffy510,RuthLeaEcon
4134,st_ratachat,bobmca1
4135,TAMB0166,brexitblog_info
4136,JohnMarcmail,MrMatthewTodd
4137,DickFbpe,RuthLeaEcon
4138,NetoArico,DVATW
4139,dergoldesel88,ExtinctionRDK
4140,Watercolour18,bobmca1
4141,JohnMarcmail,ExtinctionRDK
4142,HappyMemeG,SkyNews
4143,LameHistorian,ExtinctionRDK
4144,spenthomf,RuthLeaEcon
4145,docteewawa,RuthLeaEcon
4146,trafford64,RuthLeaEcon
4147,R_de_Gerber,RuthLeaEcon
4148,healey1957,bobmca1
4149,UKBest4Scotland,RuthLeaEcon
4150,lordofintent,LeonPool
4151,healey1957,DVATW
4152,James4Leave,James4Leave
4153,James4Leave,bobmca1
4154,James4Leave,bobmca1
4155,bluewezzie,bobmca1
4156,DrIreneZempi,RaphSchlembach
4157,Stormyjwaters,brexitblog_info
4158,grandadbob100,RuthLeaEcon
4159,JonLander2,bobmca1
4160,monkeyinyork,RuthLeaEcon
4161,jes931,RuthLeaEcon
4162,cllrbutlin,RuthLeaEcon
4163,Greenfingers42,brexitblog_info
4164,Geraldi50393221,bobmca1
4165,Jonharding77,brexitblog_info
4166,Tigermanchris,SkyNews
4167,Geekonomicon,standardnews
4168,MuuPuklip,policemonitor
4169,rolls_ty,RuthLeaEcon
4170,nocylad,RuthLeaEcon
4171,aislinnpearson,zoesqwilliams
4172,chris_french,RuthLeaEcon
4173,ChazzyWalka,SkyNews
4174,frederickone,ReevesJek
4175,PaulJ2303,LushCop
4176,PaulJ2303,SkyNews
4177,PaulJ2303,metpoliceuk
4178,nicknuttgens,ZackPolanski
4179,IanCharmi,ZackPolanski
4180,meandmecash,bobmca1
4181,BrianColeman251,SteveO_Connell
4182,sparkythebabler,RuthLeaEcon
4183,chosenone107,DVATW
4184,milindaratnasur,bobmca1
4185,pullenstribe,EdibleBusStop
4186,pullenstribe,ExtinctionR
4187,pullenstribe,ChelseaFringe
4188,spikeofspurs,ReevesJek
4189,Johningestre,policemonitor
4190,Essex_Patriot,brexitblog_info
4191,CllrVosper,RuthLeaEcon
4192,Mortlach1,ToomeyWright
4193,ajcpk63,ZackPolanski
4194,Gbushuk65Bush,RuthLeaEcon
4195,ArnottAudrey,RuthLeaEcon
4196,brymor78,RuthLeaEcon
4197,lawrieg3,RuthLeaEcon
4198,Minnierolfe1,policemonitor
4199,teflonsteph,RuthLeaEcon
4200,Damo_McGregor,SkyNews
4201,Damo_McGregor,standardnews
4202,reg_gurney,RuthLeaEcon
4203,LindaAngelanel3,SkyNews
4204,XRLeipzig,ExtinctionR
4205,XRLeipzig,IPCC_CH
4206,XRLeipzig,IPBES
4207,BevEmans,obritom
4208,johnelalamo,Saczak1
4209,Lindy_pops1,DVATW
4210,KathyRoddy,therightarticle
4211,copwatcher,policemonitor
4212,arclight2011,policemonitor
4213,LReid______,MrMatthewTodd
4214,ANDYC2311,SkyNews
4215,peterrsimms,Saczak1
4216,Annawatton,Saczak1
4217,mamanHirsi,SkyNews
4218,dkm1101,SkyNews
4219,johndcruddas,RuthLeaEcon
4220,MiracleTraining,SkyNews
4221,MichaelGSmith15,SkyNews
4222,lbkostopulos57,ToomeyWright
4223,GreenJennyJones,policemonitor
4224,The_UK_NeedsYou,DVATW
4225,Snowcatt,brexitblog_info
4226,medwar93,RuthLeaEcon
4227,maureen_luggar,DVATW
4228,gjulianl,RuthLeaEcon
4229,Jonharding77,bobmca1
4230,MattCalvito,Saczak1
4231,Rvandepas,jasperblom_eu
4232,Rvandepas,ExtinctionR
4233,HelenGrierson2,DVATW
4234,taracartergmc,RuthLeaEcon
4235,SpankinR,DVATW
4236,FrancisGuidera,RuthLeaEcon
4237,MeganWi90287242,DVATW
4238,142Dave,RuthLeaEcon
4239,sarah_sjr64,ExtinctionR
4240,Iwontcalmdown,DVATW
4241,Andy69633570,RuthLeaEcon
4242,SterenceRice,RuthLeaEcon
4243,Lets_getcycling,metpoliceuk
4244,John79155217,John79155217
4245,climate_earth,Saczak1
4246,Hodgo11,mrjamesob
4247,Johndyer101,RuthLeaEcon
4248,jasperblom_eu,ExtinctionR
4249,zerohour_uk,XRBristol
4250,charliesuknotes,RuthLeaEcon
4251,Tanya_Schrader,ExtinctionRDK
4252,casperrn,RuthLeaEcon
4253,OmglolU,ExtinctionRDK
4254,CardenasElanie,DVATW
4255,Gillianamy2911,boblister_poole
4256,raywainwright,DVATW
4257,Woldslinx,RuthLeaEcon
4258,Ciolfilicious1,Orionis_Beta
4259,galldon,RuthLeaEcon
4260,mcquillan_ruth,Saczak1
4261,futurelawdigita,RuthLeaEcon
4262,Jackdaw22855877,bobmca1
4263,ejlawann,ToomeyWright
4264,Mick2465,Saczak1
4265,Shriz100,GreenRupertRead
4266,FamilyMerrigan,iskandariya4073
4267,milano_xr,ExtinctionR
4268,absimople,duckypoo86
4269,boblea21,bobmca1
4270,rtmiller99,RuthLeaEcon
4271,alexi_starr,RuthLeaEcon
4272,susanfl85857839,xr_cambridge
4273,JordanMHopwood,RuthLeaEcon
4274,baldingbaker,ExtinctionR
4275,baldingbaker,IPCC_CH
4276,baldingbaker,IPBES
4277,transl8e,Telegraph
4278,MaureenHartwel1,XRBristol
4279,fredasmith40,RuthLeaEcon
4280,maurivem,RuthLeaEcon
4281,BasfordMaggie,RuthLeaEcon
4282,Jackdaw22855877,RuthLeaEcon
4283,ffrackers,RuthLeaEcon
4284,Breeexit,RuthLeaEcon
4285,georgeet_ox,RuthLeaEcon
4286,ShelterWookey,MrMatthewTodd
4287,ann18521217,bobmca1
4288,julia_reid,RuthLeaEcon
4289,sara_s_2020,ExtinctionR
4290,sara_s_2020,IPCC_CH
4291,sara_s_2020,IPBES
4292,pilling_brian,RuthLeaEcon
4293,wilyearthworm,RuthLeaEcon
4294,XR_Godalming,XRGuildford
4295,Margare88717991,bobmca1
4296,DonaldBriars,RuthLeaEcon
4297,Tim267626,RuthLeaEcon
4298,lambeth4leaveEU,RuthLeaEcon
4299,thethomaskatz,RuthLeaEcon
4300,AirportWatch,ExtinctionRDK
4301,domesticbod,veripix
4302,lingbassam48,RuthLeaEcon
4303,Braceletbay,RuthLeaEcon
4304,Goosedancer,RuthLeaEcon
4305,KarenRussell010,RuthLeaEcon
4306,dave33cabdriver,markwindows
4307,UnwinStanley,bobmca1
4308,suem1951,Saczak1
4309,HarpoCanTalk,ExtinctionRDK
4310,GeoffSales1,ExtinctionRDK
4311,Gillianamy2911,bobmca1
4312,sailorsnook,kirrawilliam
4313,miketheboy3,xr_cambridge
4314,ShirleyFord15,XRBristol
4315,ChorltonGreen,XRBristol
4316,SSivakumar3,SadhguruJV
4317,fruitcats,RuthLeaEcon
4318,rachaelcoach,adriangoodall
4319,sarnbach1,RuthLeaEcon
4320,FamilyLawClinic,RuthLeaEcon
4321,AndyParrott1,kirrawilliam
4322,afcb0271,bobmca1
4323,NeilH1968,metpoliceuk
4324,FickleSarky,ExtinctionR
4325,FickleSarky,IPCC_CH
4326,FickleSarky,IPBES
4327,LeighJackson100,SteveO_Connell
4328,garysudesan99,RuthLeaEcon
4329,dubsies1,bobmca1
4330,boblister_poole,boblister_poole
4331,FreeThinker_SG,RuthLeaEcon
4332,ZebedeeFunkyMop,bobmca1
4333,CognitiveVerb,ExtinctionR
4334,CognitiveVerb,IPCC_CH
4335,CognitiveVerb,IPBES
4336,MaryQueenBee1,RuthLeaEcon
4337,SimoneNoakes,YouTube
4338,Lynnclow,climate_earth
4339,douglas_rayner,MailOnline
4340,PrecPrinciple,GreenRupertRead
4341,Baldursrun,RuthLeaEcon
4342,edittime,RuthLeaEcon
4343,sharonpavey,XRBristol
4344,RuralEssex,RuthLeaEcon
4345,dxtrldn,Saczak1
4346,tinholtb,ExtinctionR
4347,tinholtb,IPCC_CH
4348,tinholtb,IPBES
4349,mycrowsoffed,MrMatthewTodd
4350,valann051,boblister_poole
4351,TezCairns1,RuthLeaEcon
4352,jobsukspanish,smackovsky
4353,annmariestacey,LeonPool
4354,steviedubyu,ExtinctionRDK
4355,Muzzpol,RhondaForbes
4356,carboncoach,ExtinctionR
4357,carboncoach,IPCC_CH
4358,carboncoach,IPBES
4359,nscboyd,RuthLeaEcon
4360,RockinBluesFan,RuthLeaEcon
4361,bengerine,MrMatthewTodd
4362,robertpossnett1,ExtinctionRDK
4363,mikesey1,SkyNews
4364,marsman1258,RuthLeaEcon
4365,MrMatthewTodd,MrMatthewTodd
4366,Freeopinion6,ToomeyWright
4367,Freee4sure,ToomeyWright
4368,TommyHorler,MrMatthewTodd
4369,San300138dian,boblister_poole
4370,DaisylovePoppy,bobmca1
4371,LaborFAIL,ToomeyWright
4372,JCadeCirca1450,RuthLeaEcon
4373,Katy_Scarletta,bobmca1
4374,cleopatra44,XRGuildford
4375,AntonPretorius1,ToomeyWright
4376,anncaswell2,boblister_poole
4377,nicky2pints,GreenGreenwich
4378,nicky2pints,XRGreenwich
4379,nicky2pints,ExtinctionR
4380,nicky2pints,GreenRupertRead
4381,Everton4Life,ToomeyWright
4382,hartsfleurs,ExtinctionR
4383,hartsfleurs,IPCC_CH
4384,hartsfleurs,IPBES
4385,mgandulfo,XRebellionAus
4386,hartsfleurs,ExtinctionRDK
4387,lianamurphy,bobmca1
4388,alanpps,RuthLeaEcon
4389,AdrianG33126838,RuthLeaEcon
4390,viaJWM,XRGuildford
4391,anaishiles,bobmca1
4392,alanpps,bobmca1
4393,mariatravis45,eagleradio
4394,AnthonySiddons,RuthLeaEcon
4395,chrismcdonagh7,RuthLeaEcon
4396,Elizabe68133363,bobmca1
4397,Brexit17173795,bobmca1
4398,Mobile_Homme,RuthLeaEcon
4399,chankjai,SadhguruJV
4400,DavidPe37749244,bobmca1
4401,Charli3dog,RuthLeaEcon
4402,ChariteKoch,ExtinctionRDK
4403,Mags52551011,boblister_poole
4404,Pennyvane10,xRebelCanada
4405,SCLibDems,LNethsingha
4406,DaisylovePoppy,RuthLeaEcon
4407,Noritaeden,RuthLeaEcon
4408,DavidBarratt6,RuthLeaEcon
4409,stevesvan3,RuthLeaEcon
4410,carolin47049567,bobmca1
4411,AthenaLeave,RuthLeaEcon
4412,GabyHyatt,RuthLeaEcon
4413,lynette67746779,RuthLeaEcon
4414,NeilH1968,metpoliceuk
4415,mike_automan49,RuthLeaEcon
4416,txellpatufa,ExtinctionRDK
4417,sammyanthabragg,GreenGreenwich
4418,sammyanthabragg,XRGreenwich
4419,sammyanthabragg,ExtinctionR
4420,sammyanthabragg,GreenRupertRead
4421,cjmfrom33,RuthLeaEcon
4422,tssf_europe,JoyInEnough
4423,Dead_as_a_dodo,RuthLeaEcon
4424,zigm0nd,RuthLeaEcon
4425,ranger_samy,bobmca1
4426,ranger_samy,Paul_Waller_62
4427,MikeRossUK,RuthLeaEcon
4428,Aristar95595730,RuthLeaEcon
4429,andystubbington,RuthLeaEcon
4430,Dinostratus,RuthLeaEcon
4431,guillemclapes,ExtinctionRDK
4432,battifund1,BBCNews
4433,RoadToDystopia,bobmca1
4434,KingOfWrong,RuthLeaEcon
4435,Lyttle15Lyttle,RuthLeaEcon
4436,GillQuags,RuthLeaEcon
4437,SobakaBob,RuthLeaEcon
4438,BowkettAdrian,boblister_poole
4439,mcnamara_greg,RhondaForbes
4440,JenniferFearn5,RuthLeaEcon
4441,AustinemailPaul,RuthLeaEcon
4442,Tina_Suprema,RuthLeaEcon
4443,splodders,GreenRupertRead
4444,MarthaThomas20,ToomeyWright
4445,SirTristrian,RuthLeaEcon
4446,GreenGreenwich,XRGreenwich
4447,GreenGreenwich,ExtinctionR
4448,GreenGreenwich,GreenRupertRead
4449,SueKelly10,bilbocroft
4450,gmab51,boblister_poole
4451,Richard87118280,bobmca1
4452,aamar67,bobmca1
4453,SamBPhilbrick,MrMatthewTodd
4454,miktorVeldre,RuthLeaEcon
4455,RodgerSlape,RuthLeaEcon
4456,Paul71711,boblister_poole
4457,iamL4NCE,boblister_poole
4458,starr8211,RuthLeaEcon
4459,RazerWithAKnee,RuthLeaEcon
4460,karencameron,SimonWood2k5
4461,karencameron,metpoliceuk
4462,NotThatDave1,bobmca1
4463,KristenLindop,XRBristol
4464,TrailerTrainer,RuthLeaEcon
4465,ThormanWill,RuthLeaEcon
4466,ChrisKKing99,RuthLeaEcon
4467,BeachMilk,ToomeyWright
4468,HarrietBirdlife,ExtinctionRDK
4469,Howwee,RuthLeaEcon
4470,DCorny66,RuthLeaEcon
4471,TValidakis,ToomeyWright
4472,stoner1968,RuthLeaEcon
4473,DeanPalethorpe1,RuthLeaEcon
4474,jlj060453,RuthLeaEcon
4475,donkeydave269,MrMatthewTodd
4476,ZigmanSara,RuthLeaEcon
4477,tazzycatmissca1,ToomeyWright
4478,EvelineRose,ExtinctionR
4479,EvelineRose,IPCC_CH
4480,EvelineRose,IPBES
4481,Koalamoon2,ToomeyWright
4482,uk_sf_writer,RuthLeaEcon
4483,Stevesbricks,MrMatthewTodd
4484,LouiseSargent,RuthLeaEcon
4485,Vote_UKIP,RuthLeaEcon
4486,kateneeeedham,MrMatthewTodd
4487,lynda_b,ExtinctionRDK
4488,IOOkelola,SkyNews
4489,jaiditbravo,ToomeyWright
4490,Anglusndola,RuthLeaEcon
4491,hakobiant,impakterdotcom
4492,parentchain,bobmca1
4493,IOOkelola,Telegraph
4494,Harebells15,RuthLeaEcon
4495,stevencambs,xr_cambridge
4496,KevinKnowsNow,SkyNews
4497,dearden_jimmy,RuthLeaEcon
4498,elliot_jonathan,RuthLeaEcon
4499,RoadToDystopia,RuthLeaEcon
4500,JohnTheWhite1,RuthLeaEcon
4501,sharonskilling1,MrMatthewTodd
4502,lynda_rooney,RuthLeaEcon
4503,JoePaxton51,RuthLeaEcon
4504,RedHotSquirrel,RuthLeaEcon
4505,charleshymas,Telegraph
4506,LucyLovelace1,bobmca1
4507,send2gl,Telegraph
4508,steveharvey2001,TheMightyTrexUK
4509,steveharvey2001,ceribooth
4510,steveharvey2001,PeoplesMomentum
4511,CeeMacBee,RuthLeaEcon
4512,Gaby95015867,ExtinctionRDK
4513,youngmrgrace7,jamesinsurrey
4514,mark1854now,RuthLeaEcon
4515,cest_chienfou,ExtinctionR
4516,cest_chienfou,IPCC_CH
4517,cest_chienfou,IPBES
4518,LukeMcglynn4,AvaArlo
4519,send2gl,RuthLeaEcon
4520,dpento01,jamesinsurrey
4521,ee9afcc7b69d423,SkyNews
4522,kcldav43,LeonardRoxon
4523,kcldav43,HallmarkJonnie
4524,66helen_moss,Telegraph
4525,elliot_jonathan,bobmca1
4526,lyeemoon,RuthLeaEcon
4527,RichardAbbenhu3,ExtinctionRDK
4528,Jean52601194,RuthLeaEcon
4529,anakissed,JamieKelseyFry
4530,lightweight,ExtinctionRDK
4531,Kamiphenonymous,ToomeyWright
4532,cest_chienfou,NLRebellion
4533,Markool8,RuthLeaEcon
4534,GreyEva1,RuthLeaEcon
4535,k6rff,RuthLeaEcon
4536,LorraineWillis1,RuthLeaEcon
4537,devonlass,climate_earth
4538,Helen121,HereBeProof
4539,Helen121,helenyg
4540,Helen121,nickreeves9876
4541,Helen121,keira_churchill
4542,Helen121,FHS_SW1
4543,Helen121,michael48b
4544,Helen121,MrRemain
4545,Helen121,NarcAware
4546,Helen121,tfoale
4547,Helen121,KimSJ
4548,Liripipe,ExtinctionRDK
4549,DarrynLyons,jeremyselwyn1
4550,DarrynLyons,Banksy
4551,DarrynLyons,standardnews
4552,DarrynLyons,ExtinctionR
4553,SkinnyofOz,ToomeyWright
4554,Helen121,metpoliceUK
4555,raywainwright,RuthLeaEcon
4556,davestock18,SkyNews
4557,Skysky96362722,ToomeyWright
4558,Woz8005,ExtinctionR
4559,TheFlatEartherr,flatearthaddict
4560,SwedishProtests,ExtinctionRDK
4561,likeuson,RuthLeaEcon
4562,anthea_bailey,RuthLeaEcon
4563,BillCllr,SkyNews
4564,vetsf,ExtinctionR
4565,betvanco,RuthLeaEcon
4566,pjpcfp,DominicFarrell
4567,Hunter20183,bobmca1
4568,BelieveintheU,bobmca1
4569,pmagn,guardianeco
4570,debbieharry2017,bobmca1
4571,novakglobal,ToomeyWright
4572,JohannaSaunders,climate_earth
4573,Shannon7777l972,ToomeyWright
4574,BertRorijeNL,ExtinctionR
4575,BertRorijeNL,IPCC_CH
4576,BertRorijeNL,IPBES
4577,RussellShea,RuthLeaEcon
4578,blearigg,RuthLeaEcon
4579,JeffKiy,RuthLeaEcon
4580,kevin_feltham,RuthLeaEcon
4581,MeganWi90287242,RuthLeaEcon
4582,hitone,RuthLeaEcon
4583,THEdeedeebg,XrSouth
4584,THEdeedeebg,XRBristol
4585,DanielCarneval3,ToomeyWright
4586,Ney_Berlin,ExtinctionRDK
4587,Springwritenow,BBCNews
4588,Kobo_Daishi835,Telegraph
4589,Angela_C00k,RuthLeaEcon
4590,Milenskaya,ExtinctionRDK
4591,eburnesj,RuthLeaEcon
4592,bykerbill,therightarticle
4593,IRVINENP,ToomeyWright
4594,SlickMick16,ToomeyWright
4595,TenezLeDroit,ToomeyWright
4596,jemma_xr,XrSouth
4597,2Biancachris,ToomeyWright
4598,WomanKansas,XrSouth
4599,TraceyRees2,RuthLeaEcon
4600,neil_oiwf,ExtinctionRDK
4601,diversion2006,ToomeyWright
4602,PeterMichaels72,RuthLeaEcon
4603,WarrenR50317436,ozrevive
4604,WarrenR50317436,smh
4605,WarrenR50317436,dailytelegraph
4606,Sonia_Randhawa,XRebellionAus
4607,1974Vintage,RuthLeaEcon
4608,brive1987,ToomeyWright
4609,JackieBear1872,RuthLeaEcon
4610,HulaZen1,4aPeoplesParty
4611,JJCC777,EmiliaFox
4612,ed_casay,RuthLeaEcon
4613,The_UK_NeedsYou,SkyNews
4614,minna_christa,macklin_gd
4615,crf_esq,RuthLeaEcon
4616,thywill_woname,ExtinctionR
4617,thywill_woname,IPCC_CH
4618,thywill_woname,IPBES
4619,barbalatte,thefatmansrant
4620,kawunnee,ToomeyWright
4621,GeorgeLawson3,RuthLeaEcon
4622,bryn_tapper,xRebelCanada
4623,lbkostopulos57,RhondaForbes
4624,linsimma,ToomeyWright
4625,ebien,RhondaForbes
4626,markc01,ToomeyWright
4627,colleenwilson20,ToomeyWright
4628,rationaliza,RhondaForbes
4629,ChalicothereX,xRebelCanada
4630,DamagedGoods200,ToomeyWright
4631,FryGerard,StopAdaniMordi
4632,tikotirau,ToomeyWright
4633,HearGene,ToomeyWright
4634,wheels4016,ToomeyWright
4635,asitis7279,TheEartheer
4636,rheathershaw,ToomeyWright
4637,Hobson4Choice,ToomeyWright
4638,TheFacelessSpin,ToomeyWright
4639,lcurr4,ToomeyWright
4640,Sley_Stack,ExtinctionR
4641,Sley_Stack,IPCC_CH
4642,Sley_Stack,IPBES
4643,Oblique123,ToomeyWright
4644,beatachadwick,RuthLeaEcon
4645,CornelWitham,RuthLeaEcon
4646,Brissiemaid,RhondaForbes
4647,coasty_j,ToomeyWright
4648,BezBiddle,cexmang
4649,SophieASRussell,ToomeyWright
4650,JKelly28601756,ToomeyWright
4651,cest_chienfou,pmagn
4652,cest_chienfou,randl_richard
4653,cest_chienfou,PaulHBeckwith
4654,BezBiddle,cexmang
4655,eaglefeather43,4aPeoplesParty
4656,achilles_bell,BBCNews
4657,placebokarl,ToomeyWright
4658,jackiemccaffrey,4aPeoplesParty
4659,active4climate,marce9462
4660,ZZiillaa,ToomeyWright
4661,deplorabristol,RuthLeaEcon
4662,ap4ca,XrSouth
